0.503	7.44E-04	1.00E-06
0.996	1.47E-03	1.00E-05
1.497	2.21E-03	1.00E-05
1.992	2.94E-03	1.00E-05
2.488	3.68E-03	1.00E-05
2.982	4.41E-03	1.00E-05
3.473	5.14E-03	1.00E-05
3.972	5.88E-03	1.00E-05
4.471	6.62E-03	1.00E-05
4.964	7.35E-03	1.00E-05
5.459	8.09E-03	1.00E-05
5.949	8.81E-03	1.00E-05
6.446	9.56E-03	1.00E-05
6.950	1.03E-02	1.00E-04
7.440	1.10E-02	1.00E-04
7.940	1.18E-02	1.00E-04
8.430	1.25E-02	1.00E-04
8.930	1.33E-02	1.00E-04
9.430	1.40E-02	1.00E-04
9.920	1.48E-02	1.00E-04
