0.249	9.36E-04	1.00E-06
0.493	1.88E-03	1.00E-05
0.744	2.79E-03	1.00E-05
0.983	3.96E-03	1.00E-05
1.233	4.63E-03	1.00E-05
1.477	5.54E-03	1.00E-05
1.722	6.47E-03	1.00E-05
1.959	7.36E-03	1.00E-05
2.212	8.31E-03	1.00E-05
2.448	9.20E-03	1.00E-05
2.699	1.01E-02	1.00E-04
2.940	1.10E-02	1.00E-04
3.184	1.19E-02	1.00E-04
3.427	1.28E-02	1.00E-04
3.674	1.38E-02	1.00E-04
3.914	1.47E-02	1.00E-04
4.163	1.56E-02	1.00E-04
4.403	1.65E-02	1.00E-04
4.652	1.75E-02	1.00E-04
4.892	1.84E-02	1.00E-04
